"SS400_3",,,
"時間","試験力","ストローク","変位計1"
"sec","N","mm","mm"
"14.37","4803.673","0.7168437","0.1248932"
"14.38","4807.369","0.7173437","0.1249123"
"14.39","4811.144","0.7178438","0.1248665"
"14.4","4814.974","0.7183542","0.1248665"
"14.41","4818.789","0.7188541","0.1247978"
"14.42","4822.135","0.7193437","0.1247025"
"14.43","4825.791","0.7198437","0.1247025"
"14.44","4829.145","0.7203438","0.1245766"
"14.45","4832.347","0.7208333","0.1245766"
"14.46","4836.241","0.7213333","0.1243553"
"14.47","4839.945","0.7218333","0.1243553"
"14.48","4843.14","0.7223437","0.1243553"
"14.49","4846.303","0.7228333","0.1243286"
"14.5","4850.212","0.7233333","0.1243286"
"14.51","4853.829","0.7238333","0.1243286"
"14.52","4857.5","0.7243333","0.1243324"
"14.53","4861.108","0.7248333","0.1243324"
"14.54","4864.335","0.7253438","0.1243477"
"14.55","4867.975","0.7258437","0.1244011"
"14.56","4871.687","0.7263438","0.1244011"
"14.57","4875.287","0.7268541","0.1244965"
"14.58","4878.823","0.7273542","0.12463"
"14.59","4881.954","0.7278541","0.12463"
"14.6","4885.737","0.7283542","0.12463"
"14.61","4889.599","0.7288542","0.1247635"
"14.62","4893.104","0.7293438","0.1248779"
"14.63","4896.506","0.7298333","0.1249809"
"14.64","4900.13","0.7303333","0.1249809"
"14.65","4903.475","0.7308229","0.1250648"
"14.66","4907.052","0.7313125","0.1251526"
"14.67","4910.692","0.7318125","0.1251526"
"14.68","4914.427","0.7323125","0.1252556"
"14.69","4917.868","0.7328125","0.1252556"
"14.7","4921.19","0.7333125","0.1253777"
"14.71","4924.766","0.7338125","0.1255264"
"14.72","4928.676","0.7343125","0.1255264"
"14.73","4932.102","0.7348125","0.1256676"
"14.74","4935.614","0.7353125","0.1257439"
"14.75","4939.103","0.7358229","0.1257439"
"14.76","4942.894","0.7363229","0.1257439"
"14.77","4946.598","0.7368333","0.1257324"
"14.78","4950.174","0.7373333","0.1256828"
"14.79","4953.782","0.7378438","0.125679"
"14.8","4957.732","0.7383437","0.125679"
"14.81","4961.713","0.7388437","0.1257095"
"14.82","4965.305","0.7393438","0.1257095"
"14.83","4968.691","0.7398437","0.1257629"
"14.84","4972.514","0.7403437","0.1257629"
"14.85","4976.193","0.7408437","0.1258049"
"14.86","4979.221","0.7413437","0.125843"
"14.87","4982.718","0.7418333","0.1258812"
"14.88","4986.223","0.7423437","0.1258812"
"14.89","4990.101","0.7428437","0.1259499"
"14.9","4993.892","0.7433438","0.1259499"
"14.91","4997.627","0.7438437","0.1259995"
"14.92","5001.188","0.7443438","0.1259995"
"14.93","5004.676","0.7448437","0.1259499"
"14.94","5008.308","0.7453437","0.1257362"
"14.95","5012.051","0.7458438","0.1254158"
"14.96","5015.293","0.7463437","0.1254158"
"14.97","5018.687","0.7468438","0.1251106"
"14.98","5022.438","0.7473437","0.1251106"
"14.99","5025.848","0.7478542","0.1249275"
"15","5029.678","0.7483541","0.1249275"
"15.01","5033.708","0.7488542","0.1248627"
"15.02","5037.34","0.7493542","0.1248932"
"15.03","5040.884","0.7498541","0.1249733"
"15.04","5044.818","0.7503437","0.1249733"
"15.05","5048.164","0.7508438","0.1250496"
"15.06","5051.724","0.7513333","0.1250496"
"15.07","5055.149","0.7518229","0.1251106"
"15.08","5058.686","0.7523229","0.1252174"
"15.09","5062.254","0.7528229","0.1252174"
"15.1","5066.125","0.7533229","0.1254196"
"15.11","5069.041","0.7538229","0.1254196"
"15.12","5072.816","0.7543229","0.125679"
"15.13","5076.917","0.7548229","0.1259232"
"15.14","5080.652","0.7553229","0.1259232"
"15.15","5083.951","0.7558229","0.1260872"
"15.16","5087.686","0.7563229","0.1260872"
"15.17","5091.286","0.7568333","0.1261711"
"15.18","5094.735","0.7573333","0.1261902"
"15.19","5098.677","0.7578437","0.1261902"
"15.2","5102.539","0.7583438","0.126194"
"15.21","5106.314","0.7588542","0.1262512"
"15.22","5109.891","0.7593542","0.1262512"
"15.23","5113.482","0.7598646","0.126358"
"15.24","5117.448","0.7603542","0.126358"
"15.25","5121.16","0.7608542","0.126442"
"15.26","5124.426","0.7613541","0.1264648"
"15.27","5128.368","0.7618437","0.1264648"
"15.28","5131.865","0.7623438","0.1265182"
"15.29","5135.488","0.7628333","0.1265182"
"15.3","5139.065","0.7633333","0.1265182"
"15.31","5142.554","0.7638333","0.1266441"
"15.32","5146.066","0.7643437","0.1266441"
"15.33","5149.563","0.7648333","0.1268196"
"15.34","5153.473","0.7653334","0.1270103"
"15.35","5156.986","0.7658333","0.1270103"
"15.36","5160.793","0.7663333","0.1272278"
"15.37","5164.798","0.7668437","0.1274834"
"15.38","5168.414","0.7673438","0.1274834"
"15.39","5171.975","0.7678437","0.1276894"
"15.4","5175.964","0.7683437","0.1276894"
"15.41","5179.31","0.7688541","0.1277199"
"15.42","5182.958","0.7693542","0.127552"
"15.43","5186.629","0.7698542","0.127552"
"15.44","5190.182","0.7703542","0.1273079"
"15.45","5194.537","0.7708437","0.1271591"
"15.46","5198.368","0.7713438","0.1271591"
"15.47","5202.055","0.7718333","0.1272011"
"15.48","5205.671","0.7723229","0.1272011"
"15.49","5209.049","0.7728229","0.1277275"
"15.5","5212.291","0.7733125","0.1277275"
"15.51","5216.177","0.7738125","0.1277275"
"15.52","5219.483","0.7743125","0.1280594"
"15.53","5222.964","0.7748229","0.1283684"
"15.54","5226.588","0.7753229","0.1283684"
"15.55","5230.228","0.7758229","0.1285362"
"15.56","5234.329","0.7763229","0.1285362"
"15.57","5237.833","0.7768229","0.1284904"
"15.58","5241.784","0.7773229","0.1282425"
"15.59","5245.146","0.7778229","0.1282425"
"15.6","5248.928","0.7783333","0.1279335"
"15.61","5252.719","0.7788333","0.1277275"
"15.62","5256.668","0.7793437","0.1277275"
"15.63","5260.38","0.7798437","0.1277122"
"15.64","5264.083","0.7803541","0.1277122"
"15.65","5267.891","0.7808437","0.1278801"
"15.66","5271.936","0.7813541","0.1281662"
"15.67","5275.687","0.7818437","0.1281662"
"15.68","5279.557","0.7823437","0.1284752"
"15.69","5283.308","0.7828438","0.1284752"
"15.7","5286.956","0.7833437","0.1288719"
"15.71","5290.469","0.7838438","0.1288719"
"15.72","5294.188","0.7843437","0.1288719"
"15.73","5297.772","0.7848437","0.1288681"
"15.74","5301.603","0.7853438","0.128727"
"15.75","5305.33","0.7858437","0.128727"
"15.76","5308.819","0.7863438","0.1285095"
"15.77","5312.451","0.7868437","0.1283035"
"15.78","5316.297","0.7873437","0.1283035"
"15.79","5319.961","0.7878438","0.1281357"
"15.8","5323.442","0.7883437","0.1281357"
"15.81","5327.717","0.7888438","0.1280136"
"15.82","5331.214","0.7893541","0.1279716"
"15.83","5334.87","0.7898542","0.1279716"
"15.84","5338.796","0.7903541","0.1280556"
"15.85","5342.476","0.7908542","0.1280556"
"15.86","5346.354","0.7913437","0.1282501"
"15.87","5349.906","0.7918437","0.1284828"
"15.88","5353.633","0.7923437","0.1284828"
"15.89","5357.353","0.7928333","0.128685"
"15.9","5360.993","0.7933229","0.1288452"
"15.91","5364.656","0.7938229","0.1289673"
"15.92","5368.566","0.7943229","0.1289673"
"15.93","5372.143","0.7948229","0.1289673"
"15.94","5375.242","0.7953229","0.1290321"
"15.95","5378.97","0.7958125","0.1290054"
"15.96","5382.657","0.7963125","0.1290054"
"15.97","5386.543","0.7968125","0.1289291"
"15.98","5390.358","0.7973125","0.1288719"
"15.99","5393.95","0.7978125","0.1288719"
"16","5397.701","0.7983125","0.1288681"
"16.01","5401.81","0.7988229","0.1288681"
"16.02","5405.339","0.7993229","0.1288681"
"16.03","5409.542","0.7998333","0.1288719"
"16.04","5413.23","0.8003438","0.1288719"
"16.05","5417.045","0.8008437","0.1289368"
"16.06","5420.844","0.8013542","0.1289368"
"16.07","5424.857","0.8018541","0.129158"
"16.08","5428.831","0.8023542","0.1295395"
"16.09","5432.479","0.8028437","0.1295395"
"16.1","5436.15","0.8033437","0.1300049"
"16.11","5439.727","0.8038437","0.1304398"
"16.12","5443.883","0.8043438","0.1304398"
"16.13","5447.594","0.8048437","0.1307907"
"16.14","5451.21","0.8053437","0.131031"
"16.15","5454.954","0.8058438","0.131031"
"16.16","5458.546","0.8063437","0.1311684"
"16.17","5462.329","0.8068438","0.1311684"
"16.18","5466.08","0.8073437","0.131237"
"16.19","5469.64","0.8078437","0.1312752"
"16.2","5473.319","0.8083438","0.1312752"
"16.21","5477.341","0.8088437","0.131279"
"16.22","5481.124","0.8093542","0.131279"
"16.23","5484.891","0.8098541","0.1312408"
"16.24","5488.595","0.8103542","0.1311989"
"16.25","5492.488","0.8108541","0.1311989"
"16.26","5496.558","0.8113646","0.1311951"
"16.27","5500.182","0.8118542","0.1312332"
"16.28","5504.036","0.8123541","0.1312332"
"16.29","5507.93","0.8128437","0.1312332"
"16.3","5511.554","0.8133438","0.1312523"
"16.31","5515.575","0.8138333","0.1312141"
"16.32","5519.533","0.8143229","0.1312141"
"16.33","5522.935","0.8148229","0.1312141"
"16.34","5526.439","0.8153229","0.1312943"
"16.35","5529.928","0.8158229","0.1315002"
"16.36","5533.608","0.8163229","0.1315002"
"16.37","5537.033","0.8168229","0.1317711"
"16.38","5541.166","0.8173229","0.1317711"
"16.39","5544.964","0.8178229","0.1319847"
"16.4","5548.684","0.8183229","0.1320686"
"16.41","5552.92","0.8188229","0.1320686"
"16.42","5556.417","0.8193333","0.1320686"
"16.43","5560.351","0.8198333","0.1320419"
"16.44","5564.269","0.8203437","0.1320419"
"16.45","5567.98","0.8208438","0.1320419"
"16.46","5572.239","0.8213542","0.1319962"
"16.47","5576.134","0.8218542","0.1318741"
"16.48","5579.773","0.8223541","0.1317024"
"16.49","5583.604","0.8228542","0.1317024"
"16.5","5587.554","0.8233438","0.131546"
"16.51","5591.13","0.8238437","0.131546"
"16.52","5594.81","0.8243437","0.1314583"
"16.53","5598.632","0.8248333","0.1314583"
"16.54","5602.709","0.8253333","0.1314697"
"16.55","5606.46","0.8258333","0.1315956"
"16.56","5610.291","0.8263437","0.1318321"
"16.57","5613.685","0.8268437","0.1318321"
"16.58","5617.38","0.8273438","0.1321373"
"16.59","5621.338","0.8278437","0.1321373"
"16.6","5625.55","0.8283437","0.1324501"
"16.61","5629.19","0.8288437","0.1327019"
"16.62","5632.997","0.8293437","0.1327019"
"16.63","5636.724","0.8298438","0.1328659"
"16.64","5640.554","0.8303437","0.1328659"
"16.65","5644.464","0.8308437","0.132988"
"16.66","5648.383","0.8313438","0.1331253"
"16.67","5651.728","0.8318437","0.1331253"
"16.68","5655.511","0.8323438","0.1332741"
"16.69","5659.667","0.8328437","0.1332741"
"16.7","5663.546","0.8333437","0.1334152"
"16.71","5667.552","0.8338333","0.1335716"
"16.72","5671.167","0.8343333","0.1337891"
"16.73","5675.078","0.8348229","0.1337891"
"16.74","5678.638","0.8353229","0.1340561"
"16.75","5682.023","0.8358229","0.1340561"
"16.76","5685.981","0.8363229","0.134346"
"16.77","5689.828","0.8368229","0.134346"
"16.78","5693.499","0.8373229","0.1345673"
"16.79","5697.743","0.8378125","0.1346588"
"16.8","5701.375","0.8383125","0.1346588"
"16.81","5704.697","0.8388125","0.1345901"
"16.82","5708.861","0.8393125","0.134407"
"16.83","5712.676","0.8398229","0.134407"
"16.84","5716.324","0.8403229","0.1341782"
"16.85","5719.868","0.8408333","0.1341782"
"16.86","5723.977","0.8413333","0.1339607"
"16.87","5728.269","0.8418437","0.1337891"
"16.88","5732.075","0.8423437","0.1337891"
"16.89","5735.651","0.8428541","0.1336746"
"16.9","5739.792","0.8433542","0.1336441"
"16.91","5743.798","0.8438541","0.1336441"
"16.92","5747.938","0.8443542","0.1336708"
"16.93","5751.769","0.8448437","0.13377"
"16.94","5755.417","0.8453438","0.13377"
"16.95","5759.43","0.8458333","0.1339607"
"16.96","5762.839","0.8463333","0.1339607"
"16.97","5766.614","0.8468437","0.1342392"
"16.98","5770.326","0.8473437","0.1345291"
"16.99","5774.188","0.8478438","0.1345291"
"17","5778.146","0.8483437","0.1347809"
"17.01","5782.278","0.8488438","0.1347809"
"17.02","5786.014","0.8493437","0.1349869"
"17.03","5790.003","0.8498437","0.1351814"
"17.04","5794.176","0.8503438","0.1351814"
"17.05","5797.815","0.8508437","0.1353455"
"17.06","5801.304","0.8513438","0.1354485"
"17.07","5805.135","0.8518541","0.1354485"
"17.08","5809.125","0.8523542","0.1355057"
"17.09","5813.114","0.8528541","0.1355057"
"17.1","5816.77","0.8533542","0.1355743"
"17.11","5820.528","0.8538542","0.1356506"
"17.12","5824.534","0.8543437","0.1356506"
"17.13","5828.866","0.8548437","0.1357536"
"17.14","5832.473","0.8553333","0.1357536"
"17.15","5835.748","0.8558229","0.1357536"
"17.16","5840.016","0.8563125","0.1357956"
"17.17","5843.894","0.8568125","0.1357956"
"17.18","5847.51","0.8573125","0.1358452"
"17.19","5851.166","0.8578125","0.1358986"
"17.2","5854.63","0.8583125","0.1358986"
"17.21","5858.453","0.8588125","0.1360054"
"17.22","5862.562","0.8593125","0.1361809"
"17.23","5866.361","0.8598125","0.1361809"
"17.24","5870.414","0.8603125","0.1364059"
"17.25","5874.237","0.8608125","0.1364059"
"17.26","5878.647","0.8613229","0.1366234"
"17.27","5882.263","0.8618333","0.136795"
"17.28","5885.808","0.8623333","0.136795"
"17.29","5889.845","0.8628438","0.1369171"
"17.3","5893.723","0.8633437","0.137001"
"17.31","5897.864","0.8638542","0.137001"
"17.32","5901.813","0.8643438","0.137043"
"17.33","5905.612","0.8648437","0.137043"
"17.34","5909.658","0.8653437","0.1370583"
"17.35","5913.869","0.8658437","0.1370583"
"17.36","5917.994","0.8663437","0.1370583"
"17.37","5921.817","0.8668333","0.1371193"
"17.38","5925.473","0.8673334","0.1372337"
"17.39","5929.168","0.8678437","0.1372337"
"17.4","5932.657","0.8683437","0.1374054"
"17.41","5936.495","0.8688437","0.1374054"
"17.42","5940.962","0.8693438","0.1375999"
"17.43","5944.912","0.8698437","0.1378212"
"17.44","5948.369","0.8703437","0.1378212"
"17.45","5952.271","0.8708438","0.1380768"
"17.46","5956.308","0.8713437","0.1383324"
"17.47","5960.107","0.8718438","0.1383324"
"17.48","5964.017","0.8723437","0.1385384"
"17.49","5967.983","0.8728542","0.1385384"
"17.5","5972.171","0.8733541","0.1386681"
"17.51","5975.541","0.8738542","0.1387291"
"17.52","5979.864","0.8743542","0.1387291"
"17.53","5983.854","0.8748437","0.1387444"
"17.54","5987.628","0.8753437","0.1387367"
"17.55","5991.689","0.8758333","0.1387024"
"17.56","5995.798","0.8763333","0.1387024"
"17.57","5999.557","0.8768229","0.1387024"
"17.58","6002.942","0.8773229","0.1386909"
"17.59","6006.733","0.8778229","0.138752"
"17.6","6010.667","0.8783125","0.138752"
"17.61","6014.387","0.8788229","0.1388779"
"17.62","6018.329","0.8793229","0.1390228"
"17.63","6022.127","0.8798229","0.1390228"
"17.64","6026.268","0.8803229","0.1391106"
"17.65","6029.972","0.8808229","0.1391106"
"17.66","6033.675","0.8813229","0.1391373"
"17.67","6037.72","0.8818229","0.1391182"
"17.68","6041.837","0.8823333","0.1391182"
"17.69","6045.262","0.8828333","0.1390839"
"17.7","6049.267","0.8833438","0.1390839"
"17.71","6053.424","0.8838437","0.1390953"
"17.72","6057.541","0.8843542","0.1391983"
"17.73","6061.498","0.8848541","0.1391983"
"17.74","6065.337","0.8853542","0.13937"
"17.75","6069.478","0.8858542","0.1395798"
"17.76","6073.546","0.8863437","0.1397781"
"17.77","6077.624","0.8868437","0.1397781"
"17.78","6081.748","0.8873438","0.1397781"
"17.79","6085.769","0.8878333","0.1399918"
"17.8","6089.512","0.8883333","0.1402473"
"17.81","6093.327","0.8888333","0.1402473"
"17.82","6097.309","0.8893333","0.1404915"
"17.83","6100.957","0.8898333","0.1406212"
"17.84","6104.867","0.8903333","0.1406212"
"17.85","6108.507","0.8908333","0.1405754"
"17.86","6112.671","0.8913333","0.1405754"
"17.87","6117.05","0.8918333","0.1403542"
"17.88","6120.769","0.8923438","0.1400757"
"17.89","6124.504","0.8928437","0.1400757"
"17.9","6128.518","0.8933437","0.1398735"
"17.91","6132.587","0.8938438","0.1398735"
"17.92","6136.314","0.8943542","0.1398163"
"17.93","6140.375","0.8948541","0.1398926"
"17.94","6144.206","0.8953437","0.1398926"
"17.95","6148.362","0.8958437","0.1400299"
"17.96","6152.566","0.8963438","0.1401787"
"17.97","6156.508","0.8968333","0.1401787"
"17.98","6160.411","0.8973229","0.1401787"
"17.99","6164.034","0.8978229","0.140316"
"18","6167.706","0.8983125","0.1404953"
"18.01","6171.457","0.8988125","0.1407166"
"18.02","6175.534","0.8993125","0.1407166"
"18.03","6179.317","0.8998125","0.1409149"
"18.04","6183.02","0.9003229","0.140995"
"18.05","6186.517","0.9008229","0.140995"
"18.06","6191.103","0.9013229","0.140995"
"18.07","6195.211","0.9018229","0.1409607"
"18.08","6199.201","0.9023229","0.1408844"
"18.09","6203.214","0.9028333","0.1407776"
"18.1","6206.958","0.9033437","0.1407776"
"18.11","6210.86","0.9038438","0.1406174"
"18.12","6214.682","0.9043542","0.1403885"
"18.13","6219.045","0.9048542","0.1403885"
"18.14","6223.543","0.9053646","0.1401443"
"18.15","6227.35","0.9058646","0.1401443"
"18.16","6231.252","0.9063541","0.1399803"
"18.17","6235.242","0.9068542","0.1399193"
"18.18","6239.136","0.9073437","0.1399269"
"18.19","6243.094","0.9078438","0.1399269"
"18.2","6247.131","0.9083437","0.1399689"
"18.21","6251.398","0.9088438","0.1399689"
"18.22","6255.404","0.9093437","0.1399689"
"18.23","6258.964","0.9098437","0.1399918"
"18.24","6262.771","0.9103438","0.1399612"
"18.25","6266.538","0.9108437","0.1398849"
"18.26","6270.591","0.9113438","0.1398849"
"18.27","6274.279","0.9118437","0.1398315"
"18.28","6278.483","0.9123437","0.1398506"
"18.29","6282.488","0.9128438","0.1398506"
"18.3","6286.303","0.9133542","0.1398506"
"18.31","6290.253","0.9138542","0.1399117"
"18.32","6294.775","0.9143541","0.1399536"
"18.33","6298.741","0.9148542","0.1399117"
"18.34","6302.794","0.9153541","0.1399117"
"18.35","6306.211","0.9158542","0.1398239"
"18.36","6310.034","0.9163542","0.1397514"
"18.37","6314.31","0.9168541","0.1397514"
"18.38","6318.291","0.9173437","0.1397171"
"18.39","6322.296","0.9178333","0.1396751"
"18.4","6326.326","0.9183334","0.1396751"
"18.41","6330.101","0.9188229","0.1396065"
"18.42","6333.963","0.9193229","0.1396065"
"18.43","6338.048","0.9198229","0.1395111"
"18.44","6341.751","0.9203229","0.1395111"
"18.45","6345.455","0.9208229","0.1393776"
"18.46","6349.405","0.9213229","0.1393776"
"18.47","6353.656","0.9218125","0.1392059"
"18.48","6357.432","0.9223125","0.1390419"
"18.49","6361.198","0.9228229","0.1389542"
"18.5","6365.546","0.9233229","0.1389542"
"18.51","6369.575","0.9238229","0.1389542"
"18.52","6373.66","0.9243333","0.1389542"
"18.53","6377.546","0.9248333","0.1389885"
"18.54","6381.512","0.9253438","0.1389885"
"18.55","6385.454","0.9258437","0.1389999"
"18.56","6389.729","0.9263542","0.1389465"
"18.57","6394.037","0.9268541","0.1388474"
"18.58","6398.407","0.9273542","0.1388474"
"18.59","6402.524","0.9278437","0.1387558"
"18.6","6406.387","0.9283437","0.1387024"
"18.61","6410.591","0.9288437","0.1387024"
"18.62","6414.533","0.9293333","0.1386566"
"18.63","6418.117","0.9298437","0.1386566"
"18.64","6421.59","0.9303437","0.1385803"
"18.65","6426.12","0.9308437","0.1385231"
"18.66","6430.26","0.9313437","0.1385231"
"18.67","6434.449","0.9318438","0.1385612"
"18.68","6437.882","0.9323437","0.1385612"
"18.69","6441.903","0.9328437","0.1386986"
"18.7","6446.25","0.9333438","0.1386986"
"18.71","6450.145","0.9338437","0.1388206"
"18.72","6454.563","0.9343542","0.1388512"
"18.73","6458.147","0.9348541","0.1388474"
"18.74","6461.891","0.9353542","0.1388474"
"18.75","6466.214","0.9358646","0.1389542"
"18.76","6470.792","0.9363646","0.1389542"
"18.77","6474.789","0.9368542","0.1392975"
"18.78","6478.723","0.9373541","0.1392975"
"18.79","6482.967","0.9378437","0.1398697"
"18.8","6487.099","0.9383438","0.1405487"
"18.81","6490.803","0.9388333","0.1411629"
"18.82","6494.538","0.9393229","0.1411629"
"18.83","6498.209","0.9398229","0.1416397"
"18.84","6501.945","0.9403229","0.1416397"
"18.85","6506.316","0.9408229","0.1419754"
"18.86","6510.488","0.9413229","0.1419754"
"18.87","6514.208","0.9418229","0.142189"
"18.88","6517.895","0.9423229","0.1423416"
"18.89","6521.964","0.9428229","0.1423416"
"18.9","6526.017","0.9433229","0.1424904"
"18.91","6530.436","0.9438229","0.1426697"
"18.92","6534.608","0.9443333","0.1426697"
"18.93","6538.598","0.9448333","0.1428642"
"18.94","6542.524","0.9453437","0.1428642"
"18.95","6546.656","0.9458438","0.1430664"
"18.96","6550.9","0.9463542","0.1432533"
"18.97","6554.938","0.9468542","0.1432533"
"18.98","6558.903","0.9473541","0.1434059"
"18.99","6563.282","0.9478542","0.1435013"
"19","6567.645","0.9483542","0.1435013"
"19.01","6571.833","0.9488437","0.1435127"
"19.02","6575.505","0.9493437","0.1434135"
"19.03","6579.836","0.9498438","0.1434135"
"19.04","6583.754","0.9503437","0.1431198"
"19.05","6587.601","0.9508438","0.1431198"
"19.06","6591.614","0.9513437","0.1425858"
"19.07","6595.524","0.9518437","0.1418304"
"19.08","6599.235","0.9523438","0.1418304"
"19.09","6603.122","0.9528437","0.1409874"
"19.1","6607.27","0.9533437","0.1409874"
"19.11","6611.228","0.9538437","0.1402321"
"19.12","6615.424","0.9543437","0.139679"
"19.13","6619.612","0.9548438","0.139679"
"19.14","6623.396","0.9553437","0.139328"
"19.15","6627.242","0.9558437","0.1390648"
"19.16","6631.406","0.9563541","0.1390648"
"19.17","6635.539","0.9568542","0.1387863"
"19.18","6639.584","0.9573541","0.1387863"
"19.19","6643.446","0.9578542","0.1385231"
"19.2","6647.777","0.9583437","0.1383018"
"19.21","6652.268","0.9588438","0.1383018"
"19.22","6656.042","0.9593333","0.1378593"
"19.23","6660.374","0.9598229","0.1378593"
"19.24","6664.403","0.9603229","0.1378593"
"19.25","6667.924","0.9608125","0.1376266"
"19.26","6672.025","0.9613125","0.1376266"
"19.27","6675.895","0.9618229","0.137516"
"19.28","6679.805","0.9623229","0.1375694"
"19.29","6683.811","0.9628229","0.1375694"
"19.3","6687.983","0.9633229","0.1376915"
"19.31","6691.679","0.9638229","0.1378021"
"19.32","6695.795","0.9643229","0.1378021"
"19.33","6699.952","0.9648229","0.1379242"
"19.34","6704.005","0.9653333","0.1379242"
"19.35","6708.264","0.9658437","0.1380577"
"19.36","6712.762","0.9663438","0.1381454"
"19.37","6716.665","0.9668542","0.1381454"
"19.38","6720.527","0.9673542","0.1381531"
"19.39","6724.819","0.9678541","0.1381378"
"19.4","6729.126","0.9683646","0.1381378"
"19.41","6733.791","0.9688541","0.1381836"
"19.42","6737.438","0.9693542","0.1381836"
"19.43","6741.166","0.9698437","0.1384506"
"19.44","6745.577","0.9703438","0.1384506"
"19.45","6749.352","0.9708437","0.1384506"
"19.46","6752.96","0.9713438","0.1385269"
"19.47","6757.092","0.9718437","0.1385536"
"19.48","6761.368","0.9723437","0.1385536"
"19.49","6765.183","0.9728438","0.138546"
"19.5","6769.045","0.9733437","0.138546"
"19.51","6773.194","0.9738438","0.1385345"
"19.52","6777.485","0.9743437","0.1385345"
"19.53","6781.856","0.9748437","0.1385345"
"19.54","6785.615","0.9753438","0.1385612"
"19.55","6789.613","0.9758437","0.1385612"
"19.56","6793.547","0.9763438","0.138607"
"19.57","6798.514","0.9768541","0.1386299"
"19.58","6802.297","0.9773542","0.1386299"
"19.59","6806.358","0.9778541","0.1386299"
"19.6","6810.299","0.9783542","0.1386566"
"19.61","6814.448","0.9788542","0.1386566"
"19.62","6818.628","0.9793437","0.1387291"
"19.63","6822.801","0.9798437","0.1387291"
"19.64","6826.615","0.9803333","0.1389084"
"19.65","6830.088","0.9808229","0.1389084"
"19.66","6834.364","0.9813229","0.1389084"
"19.67","6838.306","0.9818125","0.1389618"
"19.68","6842.351","0.9823125","0.1389618"
"19.69","6846.595","0.9828125","0.1390266"
"19.7","6850.815","0.9833125","0.1391373"
"19.71","6854.629","0.9838125","0.1391373"
"19.72","6858.365","0.9843125","0.1393204"
"19.73","6862.474","0.9848125","0.1395531"
"19.74","6866.86","0.9853125","0.1395531"
"19.75","6870.969","0.9858229","0.1397781"
"19.76","6875.149","0.9863229","0.1399345"
"19.77","6879.163","0.9868333","0.1399345"
"19.78","6883.009","0.9873333","0.1400185"
"19.79","6887.197","0.9878438","0.1400185"
"19.8","6891.298","0.9883437","0.1401291"
"19.81","6895.518","0.9888437","0.1403198"
"19.82","6900.048","0.9893541","0.1403198"
"19.83","6904.212","0.9898437","0.1405716"
"19.84","6908.163","0.9903437","0.1408234"
"19.85","6912.073","0.9908437","0.1408234"
"19.86","6916.571","0.9913437","0.1410789"
"19.87","6920.926","0.9918333","0.1410789"
"19.88","6924.55","0.9923333","0.1413269"
"19.89","6928.579","0.9928437","0.1415672"
"19.9","6932.664","0.9933437","0.1415672"
"19.91","6936.749","0.9938437","0.1417961"
"19.92","6940.428","0.9943438","0.1417961"
"19.93","6944.887","0.9948437","0.1420021"
"19.94","6949.075","0.9953437","0.1421242"
"19.95","6953.255","0.9958438","0.1421242"
"19.96","6957.793","0.9963437","0.142128"
"19.97","6962.005","0.9968541","0.142067"
"19.98","6965.446","0.9973541","0.142067"
"19.99","6969.619","0.9978542","0.142067"
"20","6973.839","0.9983541","0.1420326"
"20.01","6977.185","0.9988542","0.1420555"
"20.02","6981.468","0.9993542","0.1420975"
"20.03","6986.379","0.9998437","0.1420975"
"20.04","6990.075","1.000344","0.1421356"
"20.05","6994.191","1.000833","0.1422081"
"20.06","6998.149","1.001333","0.1422081"
"20.07","7002.234","1.001833","0.1423607"
"20.08","7006.319","1.002323","0.1423607"
"20.09","7010.579","1.002823","0.1426048"
"20.1","7014.672","1.003323","0.1428299"
"20.11","7018.598","1.003823","0.1428299"
"20.12","7022.468","1.004323","0.1428986"
"20.13","7026.458","1.004823","0.1427536"
"20.14","7030.678","1.005323","0.1427536"
"20.15","7034.961","1.005823","0.1427536"
"20.16","7039.094","1.006323","0.1424904"
"20.17","7042.869","1.006833","0.1422386"
"20.18","7047.28","1.007333","0.1421356"
"20.19","7051.412","1.007844","0.1421356"
"20.2","7055.751","1.008344","0.142189"
"20.21","7060.114","1.008854","0.1423721"
"20.22","7064.167","1.009354","0.1423721"
"20.23","7068.547","1.009865","0.1423721"
"20.24","7072.528","1.010354","0.1426163"
"20.25","7077.201","1.010854","0.1428719"
"20.26","7081.247","1.011354","0.1430931"
"20.27","7085.005","1.011844","0.1430931"
"20.28","7089.687","1.012344","0.1432648"
"20.29","7093.978","1.012833","0.1432648"
"20.3","7097.832","1.013333","0.1433868"
"20.31","7101.472","1.013833","0.1434708"
"20.32","7105.604","1.014333","0.1434708"
"20.33","7109.889","1.014833","0.1435394"
"20.34","7114.172","1.015333","0.1436234"
"20.35","7118.138","1.015833","0.1436234"
"20.36","7122.096","1.016333","0.1437187"
"20.37","7126.188","1.016833","0.1437187"
"20.38","7130.313","1.017344","0.1437836"
"20.39","7134.66","1.017844","0.1437836"
"20.4","7138.339","1.018344","0.1438141"
"20.41","7142.687","1.018844","0.1438942"
"20.42","7146.843","1.019354","0.1440659"
"20.43","7151.19","1.019854","0.1440659"
"20.44","7155.768","1.020354","0.1442986"
"20.45","7159.646","1.020844","0.1442986"
"20.46","7163.557","1.021344","0.1444893"
"20.47","7168.015","1.021833","0.1444893"
