"SS400_1",,,
"時間","試験力","ストローク","変位計1"
"1.82","546.7336","0.08932292","0.002620697"
"1.83","550.6356","0.08982292","0.002620697"
"1.84","554.6729","0.09032292","0.003349304"
"1.85","557.8279","0.09082291","0.003570557"
"1.86","561.4678","0.09132291","0.003570557"
"1.87","565.5368","0.09182291","0.003501892"
"1.88","569.431","0.09232292","0.003349304"
"1.89","573.0231","0.09282292","0.003349304"
"1.9","576.5279","0.0933125","0.003078461"
"1.91","580.2631","0.09382292","0.003078461"
"1.92","584.1176","0.09432291","0.002536774"
"1.93","587.9084","0.09483333","0.002536774"
"1.94","591.1827","0.09533333","0.00176239"
"1.95","594.9497","0.09584375","0.001003265"
"1.96","598.7883","0.09634375","0.0005111694"
"1.97","602.8652","0.09684375","0.0005111694"
"1.98","606.5369","0.09734375","0.0002670288"
"1.99","610.4469","0.09784375","0.0002670288"
"2","614.4206","0.09834375","0.0001220703"
"2.01","617.7187","0.09884375","0.0001220703"
"2.02","621.0963","0.09934375","3.433228E-05"
"2.03","625.0222","0.09984375","1.907349E-05"
"2.04","628.9561","0.1003437","3.433228E-05"
"2.05","632.6039","0.1008437","3.433228E-05"
"2.06","636.4504","0.1013438","-8.773804E-05"
"2.07","639.8439","0.1018438","-8.773804E-05"
"2.08","643.4918","0.1023437","-0.0004119873"
"2.09","647.1713","0.1028437","-0.0008506775"
"2.1","650.9781","0.1033437","-0.0008506775"
"2.11","655.0789","0.1038437","-0.001281738"
"2.12","658.687","0.1043437","-0.001514435"
"2.13","662.4381","0.1048438","-0.001514435"
"2.14","665.7203","0.1053542","-0.001419067"
"2.15","669.4634","0.1058542","-0.001419067"
"2.16","673.3417","0.1063542","-0.0009803772"
"2.17","677.2836","0.1068646","-0.0009803772"
"2.18","681.1063","0.1073542","-0.0003967285"
"2.19","684.9686","0.1078542","4.577637E-05"
"2.2","688.6721","0.1083542","0.0001487732"
"2.21","692.145","0.1088438","0.0001487732"
"2.22","696.0313","0.1093333","-3.814697E-06"
"2.23","699.1943","0.1098229","-3.814697E-06"
"2.24","703.16","0.1103229","-9.918213E-05"
"2.25","706.7998","0.1108229","-9.918213E-05"
"2.26","710.3999","0.1113229","0.0002365112"
"2.27","713.8411","0.1118229","0.001079559"
"2.28","717.8704","0.1123229","0.001079559"
"2.29","721.4229","0.1128229","0.002140045"
"2.3","724.864","0.1133229","0.003002167"
"2.31","728.5356","0.1138229","0.003002167"
"2.32","732.4059","0.1143229","0.003444672"
"2.33","736.324","0.1148333","0.003444672"
"2.34","739.8844","0.1153333","0.00353241"
"2.35","743.572","0.1158438","0.003513336"
"2.36","747.5615","0.1163438","0.003513336"
"2.37","751.5669","0.1168542","0.003543854"
"2.38","755.167","0.1173542","0.003707886"
"2.39","758.9261","0.1178542","0.003707886"
"2.4","762.701","0.1183542","0.004032135"
"2.41","766.2535","0.1188542","0.004032135"
"2.42","770.1238","0.1193542","0.004398346"
"2.43","773.9226","0.1198438","0.004524231"
"2.44","777.6181","0.1203438","0.004524231"
"2.45","781.2659","0.1208333","0.004116058"
"2.46","784.9455","0.1213333","0.003192902"
"2.47","788.641","0.1218437","0.003192902"
"2.48","792.8372","0.1223333","0.002140045"
"2.49","796.3181","0.1228437","0.002140045"
"2.5","799.799","0.1233333","0.001373291"
"2.51","803.5421","0.1238333","0.001052856"
"2.52","807.3091","0.1243333","0.001052856"
"2.53","811.0364","0.1248333","0.001083374"
"2.54","815.1213","0.1253333","0.001327515"
"2.55","818.5864","0.1258437","0.001327515"
"2.56","822.1149","0.1263437","0.001720428"
"2.57","825.723","0.1268438","0.001720428"
"2.58","829.792","0.1273437","0.002147675"
"2.59","833.6782","0.1278438","0.002540588"
"2.6","837.0797","0.1283437","0.002540588"
"2.61","841.0692","0.1288438","0.002922058"
"2.62","845.027","0.1293437","0.003356934"
"2.63","849.088","0.1298333","0.003356934"
"2.64","852.4895","0.1303333","0.003871918"
"2.65","855.8989","0.1308229","0.003871918"
"2.66","859.793","0.1313229","0.004428864"
"2.67","863.6634","0.1318125","0.005008698"
"2.68","867.6847","0.1323125","0.005008698"
"2.69","871.3722","0.1328125","0.005653381"
"2.7","874.8372","0.1333125","0.006412506"
"2.71","878.4215","0.1338229","0.006412506"
"2.72","882.0851","0.1343125","0.007095337"
"2.73","886.1382","0.1348229","0.007095337"
"2.74","890.0165","0.1353229","0.007266998"
"2.75","893.7438","0.1358229","0.006565094"
"2.76","897.4711","0.1363333","0.006565094"
"2.77","901.0633","0.1368438","0.005218506"
"2.78","904.9654","0.1373437","0.003982544"
"2.79","908.4225","0.1378542","0.003982544"
"2.8","912.1816","0.1383542","0.003479004"
"2.81","916.3698","0.1388542","0.003479004"
"2.82","919.795","0.1393646","0.003696442"
"2.83","923.713","0.1398542","0.004142761"
"2.84","927.5992","0.1403542","0.004142761"
"2.85","931.3345","0.1408437","0.004318237"
"2.86","935.3002","0.1413437","0.004096985"
"2.87","938.9798","0.1418438","0.004096985"
"2.88","942.5799","0.1423437","0.003715515"
"2.89","946.49","0.1428438","0.003715515"
"2.9","950.0106","0.1433437","0.003501892"
"2.91","953.4836","0.1438438","0.003616333"
"2.92","957.338","0.1443437","0.003616333"
"2.93","961.2719","0.1448437","0.003948212"
"2.94","964.7687","0.1453438","0.004314423"
"2.95","968.1146","0.1458437","0.004314423"
"2.96","971.818","0.1463438","0.004577637"
"2.97","975.434","0.1468542","0.004577637"
"2.98","979.5666","0.1473542","0.004703522"
"2.99","983.5958","0.1478542","0.004722595"
"3","987.2437","0.1483542","0.004722595"
"3.01","990.9948","0.1488542","0.004627228"
"3.02","994.7141","0.1493437","0.004627228"
"3.03","998.203","0.1498438","0.004413605"
"3.04","1001.747","0.1503437","0.004154205"
"3.05","1005.189","0.1508333","0.004154205"
"3.06","1009.178","0.1513229","0.003978729"
"3.07","1012.858","0.1518229","0.003833771"
"3.08","1016.545","0.1523125","0.003833771"
"3.09","1019.979","0.1528125","0.003452301"
"3.1","1023.412","0.1533125","0.003452301"
"3.11","1026.885","0.1538125","0.00271225"
"3.12","1030.771","0.1543125","0.001831055"
"3.13","1034.681","0.1548125","0.001831055"
"3.14","1038.297","0.1553125","0.001205444"
"3.15","1042.08","0.1558125","0.001041412"
"3.16","1045.465","0.1563125","0.001041412"
"3.17","1049.074","0.1568229","0.001243591"
"3.18","1053.079","0.1573229","0.001243591"
"3.19","1056.878","0.1578333","0.001560211"
"3.2","1060.343","0.1583333","0.001804352"
"3.21","1064.157","0.1588438","0.001804352"
"3.22","1068.147","0.1593437","0.001976013"
"3.23","1071.755","0.1598542","0.002166748"
"3.24","1075.196","0.1603542","0.002166748"
"3.25","1079.305","0.1608437","0.00246048"
"3.26","1083.199","0.1613438","0.00246048"
"3.27","1086.998","0.1618333","0.002960205"
"3.28","1091.083","0.1623333","0.003707886"
"3.29","1094.325","0.1628333","0.003707886"
"3.3","1097.933","0.1633333","0.004508972"
"3.31","1101.836","0.1638438","0.005039215"
"3.32","1105.722","0.1643437","0.005039215"
"3.33","1109.672","0.1648438","0.005184174"
"3.34","1113.741","0.1653437","0.005184174"
"3.35","1117.5","0.1658438","0.005050659"
"3.36","1121.577","0.1663437","0.004833221"
"3.37","1125.487","0.1668437","0.004833221"
"3.38","1129.278","0.1673542","0.004608154"
"3.39","1132.878","0.1678542","0.004608154"
"3.4","1136.851","0.1683542","0.004440308"
"3.41","1141.103","0.1688646","0.004417419"
"3.42","1145.236","0.1693646","0.004417419"
"3.43","1148.637","0.1698646","0.004688263"
"3.44","1152.229","0.1703542","0.005279541"
"3.45","1156.37","0.1708542","0.005279541"
"3.46","1160.518","0.1713437","0.006008148"
"3.47","1164.444","0.1718333","0.006008148"
"3.48","1168.291","0.1723333","0.006599426"
"3.49","1172.582","0.1728229","0.006820679"
"3.5","1176.429","0.1733229","0.006820679"
"3.51","1180.148","0.1738229","0.006572723"
"3.52","1183.915","0.1743229","0.005958557"
"3.53","1187.261","0.1748229","0.005958557"
"3.54","1191.235","0.1753229","0.005329132"
"3.55","1195.55","0.1758229","0.005329132"
"3.56","1199.341","0.1763229","0.005104065"
"3.57","1203.521","0.1768333","0.005435944"
"3.58","1207.399","0.1773333","0.005435944"
"3.59","1211.039","0.1778333","0.006099701"
"3.6","1215.219","0.1783437","0.006099701"
"3.61","1218.971","0.1788438","0.006687164"
"3.62","1223.071","0.1793542","0.006687164"
"3.63","1227.331","0.1798542","0.00687027"
"3.64","1231.027","0.1803646","0.006603241"
"3.65","1234.77","0.1808542","0.006111145"
"3.66","1239.228","0.1813542","0.006111145"
"3.67","1243.385","0.1818542","0.005706787"
"3.68","1247.104","0.1823438","0.005706787"
"3.69","1250.966","0.1828437","0.005489349"
"3.7","1254.813","0.1833438","0.005489349"
"3.71","1258.564","0.1838437","0.00535202"
"3.72","1262.538","0.1843438","0.005268097"
"3.73","1266.543","0.1848437","0.00535202"
"3.74","1270.35","0.1853437","0.00535202"
"3.75","1274.188","0.1858438","0.005619049"
"3.76","1278.536","0.1863437","0.005619049"
"3.77","1282.438","0.1868438","0.005851746"
"3.78","1286.229","0.1873333","0.005882263"
"3.79","1289.948","0.1878438","0.005882263"
"3.8","1293.858","0.1883437","0.005813599"
"3.81","1297.585","0.1888437","0.005786896"
"3.82","1301.599","0.1893438","0.005786896"
"3.83","1305.35","0.1898437","0.005695343"
"3.84","1309.037","0.1903438","0.005695343"
"3.85","1313.233","0.1908437","0.005355835"
"3.86","1317.517","0.1913438","0.005355835"
"3.87","1321.316","0.1918437","0.004825592"
"3.88","1325.226","0.1923333","0.004417419"
"3.89","1329.287","0.1928333","0.004364014"
"3.9","1332.935","0.1933229","0.004364014"
"3.91","1336.678","0.1938229","0.004608154"
"3.92","1340.62","0.1943125","0.004608154"
"3.93","1344.482","0.1948125","0.004821777"
"3.94","1348.233","0.1953125","0.004821777"
"3.95","1352.215","0.1958125","0.004711151"
"3.96","1355.942","0.1963229","0.004295349"
"3.97","1359.852","0.1968229","0.003925323"
"3.98","1363.444","0.1973229","0.003925323"
"3.99","1367.418","0.1978229","0.003967285"
"4","1371.455","0.1983229","0.003967285"
"4.01","1375.23","0.1988333","0.004508972"
"4.02","1379.14","0.1993333","0.005268097"
"4.03","1382.939","0.1998437","0.005268097"
"4.04","1386.499","0.2003437","0.005973816"
"4.05","1390.656","0.2008438","0.006565094"
"4.06","1394.685","0.2013542","0.006565094"
"4.07","1398.547","0.2018542","0.007141113"
"4.08","1402.116","0.2023437","0.007141113"
"4.09","1406.209","0.2028437","0.007633209"
"4.1","1410.206","0.2033437","0.007633209"
"4.11","1413.862","0.2038437","0.007797241"
"4.12","1417.629","0.2043438","0.007442474"
"4.13","1421.173","0.2048437","0.006477356"
"4.14","1425.115","0.2053438","0.006477356"
"4.15","1428.715","0.2058437","0.004985809"
"4.16","1432.268","0.2063438","0.004985809"
"4.17","1436.599","0.2068437","0.003269196"
"4.18","1440.009","0.2073437","0.003269196"
"4.19","1443.585","0.2078438","0.001804352"
"4.2","1447.693","0.2083437","0.0009841919"
"4.21","1451.961","0.2088438","0.0009841919"
"4.22","1455.863","0.2093437","0.0008430481"
"4.23","1459.662","0.2098542","0.001113892"
"4.24","1463.31","0.2103542","0.001113892"
"4.25","1466.974","0.2108542","0.001438141"
"4.26","1470.749","0.2113646","0.001438141"
"4.27","1474.754","0.2118542","0.001693726"
"4.28","1478.322","0.2123542","0.00214386"
"4.29","1482.296","0.2128437","0.00214386"
"4.3","1485.888","0.2133333","0.00308609"
"4.31","1489.925","0.2138229","0.004482269"
"4.32","1493.438","0.2143229","0.004482269"
"4.33","1496.832","0.2148125","0.005825043"
"4.34","1500.638","0.2153125","0.005825043"
"4.35","1504.596","0.2158125","0.006546021"
"4.36","1508.268","0.2163125","0.006385803"
"4.37","1511.733","0.2168229","0.006385803"
"4.38","1515.476","0.2173229","0.005512238"
"4.39","1519.187","0.2178125","0.004428864"
"4.4","1523.121","0.2183125","0.004428864"
"4.41","1526.817","0.2188229","0.003662109"
"4.42","1530.608","0.2193229","0.003662109"
"4.43","1534.414","0.2198229","0.003398895"
"4.44","1538.11","0.2203333","0.003406525"
"4.45","1541.583","0.2208437","0.003406525"
"4.46","1545.652","0.2213437","0.003356934"
"4.47","1549.506","0.2218542","0.003177643"
"4.48","1553.472","0.2223542","0.003177643"
"4.49","1557.294","0.2228438","0.003013611"
"4.5","1560.863","0.2233437","0.003013611"
"4.51","1565.003","0.2238438","0.003120422"
"4.52","1568.333","0.2243437","0.003623962"
"4.53","1572.092","0.2248437","0.003623962"
"4.54","1576.026","0.2253437","0.004417419"
"4.55","1580.008","0.2258437","0.005069733"
"4.56","1583.672","0.2263438","0.005069733"
"4.57","1587.685","0.2268437","0.005210876"
"4.58","1591.174","0.2273438","0.005210876"
"4.59","1594.591","0.2278437","0.004871368"
"4.6","1598.08","0.2283437","0.004390717"
"4.61","1602.308","0.2288437","0.004390717"
"4.62","1606.282","0.2293437","0.004047394"
"4.63","1609.818","0.2298438","0.003887177"
"4.64","1613.172","0.2303437","0.003887177"
"4.65","1617.106","0.2308542","0.003826141"
"4.66","1621.167","0.2313542","0.003826141"
"4.67","1624.918","0.2318542","0.003787994"
"4.68","1628.502","0.2323646","0.003746033"
"4.69","1632.635","0.2328542","0.003746033"
"4.7","1636.346","0.2333542","0.003582001"
"4.71","1639.636","0.2338437","0.003227234"
"4.72","1643.038","0.2343438","0.003227234"
"4.73","1646.876","0.2348333","0.00283432"
"4.74","1650.786","0.2353229","0.00283432"
"4.75","1654.379","0.2358229","0.002784729"
"4.76","1658.193","0.2363229","0.003261566"
"4.77","1661.42","0.2368229","0.003261566"
"4.78","1665.155","0.2373229","0.003852844"
"4.79","1669.002","0.2378229","0.003883362"
"4.8","1672.57","0.2383229","0.003883362"
"4.81","1676.512","0.2388229","0.003135681"
"4.82","1680.231","0.2393229","0.003135681"
"4.83","1683.672","0.2398333","0.002140045"
"4.84","1687.543","0.2403333","0.001586914"
"4.85","1691.111","0.2408437","0.001586914"
"4.86","1695.077","0.2413438","0.001670837"
"4.87","1699.09","0.2418437","0.001670837"
"4.88","1703","0.2423542","0.00202179"
"4.89","1707.109","0.2428542","0.002319336"
"4.9","1710.598","0.2433542","0.002319336"
"4.91","1714.063","0.2438542","0.002662659"
"4.92","1717.647","0.2443542","0.003227234"
"4.93","1721.597","0.2448438","0.003227234"
"4.94","1725.324","0.2453437","0.003879547"
"4.95","1729.147","0.2458438","0.003879547"
"4.96","1732.731","0.2463333","0.004360199"
"4.97","1736.402","0.2468333","0.004627228"
"4.98","1740.138","0.2473437","0.004627228"
"4.99","1743.841","0.2478437","0.00484848"
"5","1747.568","0.2483438","0.005138397"
"5.01","1751.463","0.2488437","0.005138397"
"5.02","1755.492","0.2493333","0.005447388"
"5.03","1758.87","0.2498437","0.005447388"
"5.04","1762.494","0.2503437","0.005558014"
"5.05","1766.396","0.2508437","0.005363464"
"5.06","1770.155","0.2513438","0.005363464"
"5.07","1773.874","0.2518542","0.004985809"
"5.08","1777.554","0.2523542","0.004825592"
"5.09","1780.756","0.2528542","0.004825592"
"5.1","1784.531","0.2533542","0.005130768"
"5.11","1788.894","0.2538438","0.005130768"
"5.12","1792.701","0.2543437","0.00573349"
"5.13","1796.166","0.2548333","0.006233215"
"5.14","1799.965","0.2553333","0.006233215"
"5.15","1803.851","0.2558229","0.006465912"
"5.16","1807.269","0.2563229","0.006565094"
"5.17","1810.757","0.2568229","0.006565094"
"5.18","1814.405","0.2573229","0.006668091"
"5.19","1818.379","0.2578229","0.006668091"
"5.2","1821.788","0.2583229","0.006725311"
"5.21","1825.452","0.2588229","0.006614685"
"5.22","1829.227","0.2593229","0.006614685"
"5.23","1833.256","0.2598229","0.006252289"
"5.24","1836.999","0.2603229","0.006252289"
"5.25","1840.21","0.2608229","0.00561142"
"5.26","1844.072","0.2613333","0.004764557"
"5.27","1847.959","0.2618437","0.004764557"
"5.28","1851.662","0.2623437","0.003894806"
"5.29","1855.302","0.2628542","0.003303528"
"5.3","1859.395","0.2633542","0.003303528"
"5.31","1863.138","0.2638542","0.003303528"
"5.32","1866.786","0.2643542","0.003189087"
"5.33","1870.243","0.2648438","0.003421783"
"5.34","1874.224","0.2653438","0.003612518"
"5.35","1877.515","0.2658437","0.003612518"
"5.36","1881.297","0.2663437","0.003391266"
"5.37","1885.128","0.2668437","0.002773285"
"5.38","1888.855","0.2673438","0.002773285"
"5.39","1892.05","0.2678438","0.002773285"
"5.4","1895.523","0.2683437","0.002216339"
"5.41","1899.385","0.2688437","0.002182007"
"5.42","1903.025","0.2693437","0.002723694"
"5.43","1906.586","0.2698438","0.002723694"
"5.44","1910.377","0.2703438","0.003452301"
"5.45","1913.913","0.2708437","0.003940582"
"5.46","1917.243","0.2713437","0.003940582"
"5.47","1921.344","0.2718438","0.004009247"
"5.48","1925.254","0.2723542","0.004009247"
"5.49","1928.584","0.2728541","0.003860474"
"5.5","1932.144","0.2733542","0.004001617"
"5.51","1935.712","0.2738542","0.004001617"
"5.52","1939.702","0.2743542","0.004722595"
"5.53","1943.103","0.2748542","0.00573349"
"5.54","1946.775","0.2753437","0.00573349"
"5.55","1950.661","0.2758333","0.00573349"
"5.56","1954.436","0.2763333","0.006565094"
"5.57","1958.092","0.2768229","0.007236481"
"5.58","1961.509","0.2773229","0.00812912"
"5.59","1964.879","0.2778229","0.00812912"
"5.6","1968.733","0.2783229","0.009159088"
"5.61","1972.453","0.2788229","0.009159088"
"5.62","1976.069","0.2793229","0.009548187"
"5.63","1979.017","0.2798125","0.009548187"
"5.64","1982.236","0.2803125","0.008789063"
"5.65","1985.9","0.2808125","0.007266998"
"5.66","1989.706","0.2813125","0.005844116"
"5.67","1993.132","0.2818229","0.005844116"
"5.68","1997.185","0.2823229","0.005012512"
"5.69","2000.38","0.2828333","0.005012512"
"5.7","2003.678","0.2833437","0.004673004"
"5.71","2007.54","0.2838438","0.004600525"
"5.72","2011.609","0.2843542","0.004600525"
"5.73","2015.026","0.2848542","0.004806519"
"5.74","2018.611","0.2853542","0.005409241"
"5.75","2022.346","0.2858438","0.005409241"
"5.76","2025.835","0.2863438","0.006233215"
"5.77","2029.57","0.2868437","0.006233215"
"5.78","2032.908","0.2873437","0.006752014"
"5.79","2036.381","0.2878437","0.006752014"
"5.8","2039.933","0.2883438","0.006549835"
"5.81","2043.43","0.2888438","0.005695343"
"5.82","2046.545","0.2893437","0.005695343"
"5.83","2050.463","0.2898437","0.004714966"
"5.84","2054.294","0.2903438","0.004074097"
"5.85","2057.552","0.2908438","0.004074097"
"5.86","2061.375","0.2913437","0.0038414"
"5.87","2064.729","0.2918437","0.0038414"
"5.88","2068.202","0.2923437","0.003761292"
"5.89","2071.476","0.2928438","0.003593445"
"5.9","2074.687","0.2933542","0.003593445"
"5.91","2078.835","0.2938542","0.003311157"
"5.92","2082.539","0.2943542","0.003009796"
"5.93","2086.139","0.2948542","0.003009796"
"5.94","2089.254","0.2953542","0.002765656"
"5.95","2092.878","0.2958542","0.002765656"
